Date,Comment,CF,SPAN,REP_RATE,POWER,Sens,Res,Interval,SAMPLINGS_NUMBER,Concentration [ppm],Concentration [mol/L]=[M],Wavelength
2023_05_04_13_00_35_040835,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,70.25720071792603,1,1.499044071126939,4.282983060362683e-05,1579.9900199600756
2023_05_04_13_00_37_035551,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,72.25191688537598,1,2.2293475929580215,6.369564551308634e-05,1579.9900199600756
2023_05_04_13_00_39_088133,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,74.30237174034119,1,2.1909105654931817,6.259744472837663e-05,1579.9900199600756
2023_05_04_13_00_41_056884,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,76.27325010299683,1,1.921851373239707,5.49100392354202e-05,1579.9900199600756
2023_05_04_13_00_43_037339,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,78.2527015209198,1,1.0377997415493965,2.9651421187125614e-05,1579.9900199600756
2023_05_04_13_00_44_982287,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,80.19865322113037,1,2.0371624556340917,5.8204641589545476e-05,1579.9900199600756
2023_05_04_13_00_46_950186,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,82.1665518283844,1,0.9609256866197823,2.7455019617708066e-05,1579.9900199600756
2023_05_04_13_00_48_701303,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,83.91766929626465,1,2.2293475929580215,6.369564551308634e-05,1579.9900199600756
2023_05_04_13_00_50_449918,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,85.66628408432007,1,1.5374810985917093,4.3928031388334555e-05,1579.9900199600756
2023_05_04_13_00_52_198179,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,87.41454482078552,1,3.1902732795778728,9.115066513079637e-05,1579.9900199600756
2023_05_04_13_00_53_951746,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,89.16811180114746,1,1.7296662359157082,4.941903531187738e-05,1579.9900199600756
2023_05_04_13_00_55_701035,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,90.91740107536316,1,1.844977318310093,5.271363766600266e-05,1579.9900199600756
2023_05_04_13_00_57_453755,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,92.6691210269928,1,2.1909105654931817,6.259744472837663e-05,1579.9900199600756
2023_05_04_13_00_59_420335,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,94.6367003917694,1,1.921851373239707,5.49100392354202e-05,1579.9900199600756
2023_05_04_13_01_01_418092,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,96.63445734977722,1,1.8834143457748633,5.381183845071038e-05,1579.9900199600756
2023_05_04_13_01_03_360285,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,98.576651096344,1,1.844977318310093,5.271363766600266e-05,1579.9900199600756
2023_05_04_13_01_05_320384,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,100.53674936294556,1,1.9602884007044081,5.600824002012595e-05,1579.9900199600756
2023_05_04_13_01_07_076026,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,102.29239225387572,1,1.6143551535213236,4.61244329577521e-05,1579.9900199600756
2023_05_04_13_01_08_818506,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,104.03487181663512,1,1.5759181260565491,4.5026232173044264e-05,1579.9900199600756
2023_05_04_13_01_10_571331,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,105.78769659996031,1,1.6527921809860942,4.722263374245983e-05,1579.9900199600756
2023_05_04_13_01_12_316491,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,107.53285717964172,1,2.575280840141175,7.357945257546214e-05,1579.9900199600756
2023_05_04_13_01_14_072570,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,109.28893542289734,1,2.613717867606015,7.467765336017185e-05,1579.9900199600756
2023_05_04_13_01_15_822914,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,111.03928017616272,1,0.9993627140846261,2.8553220402417887e-05,1579.9900199600756
2023_05_04_13_01_17_571468,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,112.78783369064332,1,1.3068589338030054,3.733882668008587e-05,1579.9900199600756
2023_05_04_13_01_19_321403,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,114.53776836395264,1,1.2299848788733954,3.514242511066844e-05,1579.9900199600756
2023_05_04_13_01_21_076959,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,116.29332447052002,1,1.8834143457748633,5.381183845071038e-05,1579.9900199600756
2023_05_04_13_01_22_824539,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,118.04090476036072,1,1.6912292084509337,4.8320834527169535e-05,1579.9900199600756
2023_05_04_13_01_24_574131,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,119.7904965877533,1,2.69059192253556,7.687405492958743e-05,1579.9900199600756
2023_05_04_13_01_26_323960,,1600,50,78.56MHz,8,MID,2nm <1.643nm>,121.54032611846924,1,1.5759181260565491,4.5026232173044264e-05,1579.9900199600756
2023_05_04_13_01_29_723021,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,2.177765130996704,1,-1.1146737964790108,-3.184782275654317e-05,1579.9900199600756
2023_05_04_13_01_31_462583,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,3.917327642440796,1,-0.42280730211276807,-1.2080208631793373e-05,1579.9900199600756
2023_05_04_13_01_33_210308,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,5.665051937103272,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_01_34_646628,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,7.101372480392456,1,-1.4606070436621645,-4.173162981891899e-05,1579.9900199600756
2023_05_04_13_01_36_052731,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,8.50747537612915,1,-0.15374810985922438,-4.392803138834982e-06,1579.9900199600756
2023_05_04_13_01_38_494830,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,10.9495747089386,1,0.0,0.0,1579.9900199600756
2023_05_04_13_01_40_212773,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,12.667516946792604,1,0.03843702746477054,1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_01_42_185393,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,14.640137195587158,1,-0.34593324718322316,-9.883807062377804e-06,1579.9900199600756
2023_05_04_13_01_43_940386,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,16.39513063430786,1,-0.3843702746479937,-1.0982007847085534e-05,1579.9900199600756
2023_05_04_13_01_45_681265,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,18.13600897789001,1,0.7303035218310823,2.0865814909459493e-05,1579.9900199600756
2023_05_04_13_01_47_434568,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,19.88931250572205,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
2023_05_04_13_01_49_182535,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,21.63727903366089,1,-0.7687405492958528,-2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_01_50_927692,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,23.38243651390076,1,0.42280730211269885,1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_01_52_678075,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,25.132819652557373,1,0.7303035218310823,2.0865814909459493e-05,1579.9900199600756
2023_05_04_13_01_54_431185,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,26.88592982292176,1,0.4612443295775386,1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_01_56_179845,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,28.634589672088623,1,0.26905919225353986,7.687405492958282e-06,1579.9900199600756
2023_05_04_13_01_57_932552,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,30.387295961380005,1,0.07687405492954108,2.1964015694154594e-06,1579.9900199600756
2023_05_04_13_01_59_680456,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,32.13520073890686,1,-0.7303035218310823,-2.0865814909459493e-05,1579.9900199600756
2023_05_04_13_02_01_653866,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,34.10861039161682,1,-0.07687405492961026,-2.196401569417436e-06,1579.9900199600756
2023_05_04_13_02_03_408608,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,35.86335277557373,1,0.11531108239431546,3.294602354123299e-06,1579.9900199600756
2023_05_04_13_02_05_158617,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,37.61336135864258,1,-0.5765554119719233,-1.647301177062638e-05,1579.9900199600756
2023_05_04_13_02_06_907695,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,39.36243963241577,1,0.2306221647887001,6.589204708248574e-06,1579.9900199600756
2023_05_04_13_02_08_660934,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,41.115678787231445,1,0.49968135704231303,1.4276610201208943e-05,1579.9900199600756
2023_05_04_13_02_11_277330,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,43.73207449913025,1,-1.0762367690142363,-3.074962197183532e-05,1579.9900199600756
2023_05_04_13_02_13_038203,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,45.49294781684876,1,-0.15374810985922438,-4.392803138834982e-06,1579.9900199600756
2023_05_04_13_02_14_774039,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,47.22878313064575,1,-0.49968135704237837,-1.427661020121081e-05,1579.9900199600756
2023_05_04_13_02_16_525451,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,48.98019552230835,1,-0.07687405492961026,-2.196401569417436e-06,1579.9900199600756
2023_05_04_13_02_18_275152,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,50.729896783828735,1,0.42280730211269885,1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_02_20_025361,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,52.48010492324829,1,-0.30749621971837954,-8.785606277667987e-06,1579.9900199600756
2023_05_04_13_02_21_776127,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,54.230870962142944,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_02_23_525487,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,55.980231285095215,1,-0.922488659155081,-2.6356818833002315e-05,1579.9900199600756
2023_05_04_13_02_25_275952,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,57.73069667816162,1,-0.15374810985915519,-4.392803138833005e-06,1579.9900199600756
2023_05_04_13_02_27_024295,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,59.47903895378113,1,0.5381183845070835,1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_02_28_772417,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,61.22716116905213,1,0.11531108239438465,3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_02_30_523881,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,62.978625774383545,1,0.03843702746477054,1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_02_32_276976,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,64.73172068595886,1,0.03843702746477054,1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_02_34_026485,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,66.48122906684875,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_02_35_775738,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,68.23048233985901,1,-0.6149924394366977,-1.757121255533422e-05,1579.9900199600756
2023_05_04_13_02_37_525131,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,69.97987532615662,1,-0.49968135704231303,-1.4276610201208943e-05,1579.9900199600756
2023_05_04_13_02_39_276686,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,71.7314305305481,1,0.42280730211269885,1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_02_41_018032,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,73.47277665138245,1,-0.15374810985915519,-4.392803138833005e-06,1579.9900199600756
2023_05_04_13_02_42_773910,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,75.22865414619446,1,-6.827787662330138e-14,-1.9507964749514682e-18,1579.9900199600756
2023_05_04_13_02_44_525934,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,76.98067831993103,1,0.26905919225347064,7.687405492956303e-06,1579.9900199600756
2023_05_04_13_02_46_782874,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,79.2376184463501,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_02_48_569047,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,81.02379107475281,1,-0.5765554119719233,-1.647301177062638e-05,1579.9900199600756
2023_05_04_13_02_50_326404,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,82.78114795684814,1,-0.6149924394367631,-1.757121255533609e-05,1579.9900199600756
2023_05_04_13_02_52_072571,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,84.52731490135193,1,-1.2299848788734644,-3.514242511067041e-05,1579.9900199600756
2023_05_04_13_02_53_831056,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,86.28580069541931,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_02_55_572248,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,88.02699184417725,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_02_57_322776,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,89.77752017974854,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_02_59_076438,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,91.5311827659607,1,-0.3843702746479245,-1.0982007847083558e-05,1579.9900199600756
2023_05_04_13_03_00_822229,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,93.27697372436523,1,0.07687405492954108,2.1964015694154594e-06,1579.9900199600756
2023_05_04_13_03_02_572657,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,95.02740168571472,1,-1.1915478514086209,-3.404422432596059e-05,1579.9900199600756
2023_05_04_13_03_04_322308,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,96.77705216407776,1,0.03843702746477054,1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_03_06_070704,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,98.52544784545898,1,-0.5381183845071527,-1.5374810985918647e-05,1579.9900199600756
2023_05_04_13_03_07_822425,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,100.2771692276001,1,-0.03843702746477054,-1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_03_09_568781,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,102.02352571487428,1,0.11531108239438465,3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_03_11_322220,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,103.77696418762208,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_03_13_071511,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,105.5262553691864,1,-0.11531108239438465,-3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_03_14_707020,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,107.16176414489746,1,0.3843702746479245,1.0982007847083558e-05,1579.9900199600756
2023_05_04_13_03_16_122315,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,108.57705926895142,1,-0.6534294669014682,-1.866941334004195e-05,1579.9900199600756
2023_05_04_13_03_17_768616,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,110.22336077690125,1,0.5381183845070835,1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_03_19_191954,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,111.64669823646544,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
2023_05_04_13_03_20_613322,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,113.06806683540344,1,-0.269059192253609,-7.687405492960259e-06,1579.9900199600756
2023_05_04_13_03_22_052621,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,114.5073652267456,1,-0.07687405492961026,-2.196401569417436e-06,1579.9900199600756
2023_05_04_13_03_23_457646,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,115.91239023208618,1,0.07687405492961026,2.196401569417436e-06,1579.9900199600756
2023_05_04_13_03_24_881209,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,117.3359534740448,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_03_26_313432,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,118.76817631721497,1,-1.1531108239437813,-3.294602354125089e-05,1579.9900199600756
2023_05_04_13_03_27_720980,,1600,50,78.56MHz,9,MID,2nm <1.643nm>,120.17572402954102,1,0.7687405492958528,2.1964015694167223e-05,1579.9900199600756
2023_05_04_13_03_30_788167,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,1.859375238418579,1,-0.5765554119719233,-1.647301177062638e-05,1579.9900199600756
2023_05_04_13_03_32_214366,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,3.285573959350586,1,0.0,0.0,1579.9900199600756
2023_05_04_13_03_33_645622,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,4.716830730438232,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_03_35_051901,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,6.123109579086304,1,0.26905919225353986,7.687405492958282e-06,1579.9900199600756
2023_05_04_13_03_36_489420,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,7.560628175735474,1,0.0,0.0,1579.9900199600756
2023_05_04_13_03_37_895207,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,8.966415405273438,1,0.19218513732392958,5.491003923540845e-06,1579.9900199600756
2023_05_04_13_03_39_330728,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,10.401935815811155,1,-0.3843702746479245,-1.0982007847083558e-05,1579.9900199600756
2023_05_04_13_03_40_755792,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,11.827000617980955,1,1.8834143457748633,5.381183845071038e-05,1579.9900199600756
2023_05_04_13_03_42_172616,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,13.243824005126951,1,-1.1915478514086209,-3.404422432596059e-05,1579.9900199600756
2023_05_04_13_03_43_594568,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,14.66577649116516,1,-0.3459332471831539,-9.883807062375826e-06,1579.9900199600756
2023_05_04_13_03_45_220953,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,16.292161226272583,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_03_46_659334,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,17.730541944503784,1,-0.6149924394366977,-1.757121255533422e-05,1579.9900199600756
2023_05_04_13_03_48_302144,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,19.371078968048096,1,-0.15374810985915519,-4.392803138833005e-06,1579.9900199600756
2023_05_04_13_03_49_708697,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,20.779905557632446,1,-0.15374810985915519,-4.392803138833005e-06,1579.9900199600756
2023_05_04_13_03_51_131002,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,22.202210426330566,1,0.03843702746477054,1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_03_52_543350,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,23.61170625686645,1,-0.3459332471831539,-9.883807062375826e-06,1579.9900199600756
2023_05_04_13_03_53_989494,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,25.060702085494995,1,0.11531108239431546,3.294602354123299e-06,1579.9900199600756
2023_05_04_13_03_55_396918,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,26.46812629699707,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_03_56_818788,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,27.88999652862549,1,-0.269059192253609,-7.687405492960259e-06,1579.9900199600756
2023_05_04_13_03_58_239968,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,29.311176300048828,1,0.07687405492954108,2.1964015694154594e-06,1579.9900199600756
2023_05_04_13_03_59_662459,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,30.73366689682007,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_04_01_081700,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,32.152907848358154,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_04_02_517469,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,33.58867692947388,1,-0.30749621971837954,-8.785606277667987e-06,1579.9900199600756
2023_05_04_13_04_03_927332,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,34.99854040145874,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_04_05_364456,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,36.4356644153595,1,0.19218513732392958,5.491003923540845e-06,1579.9900199600756
2023_05_04_13_04_06_761753,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,37.83296155929565,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_04_08_204319,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,39.27552771568298,1,0.5765554119718541,1.6473011770624402e-05,1579.9900199600756
2023_05_04_13_04_09_612355,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,40.68356323242188,1,0.11531108239438465,3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_04_11_036927,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,42.10813570022583,1,0.3843702746479245,1.0982007847083558e-05,1579.9900199600756
2023_05_04_13_04_12_456673,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,43.527881145477295,1,0.7303035218310823,2.0865814909459493e-05,1579.9900199600756
2023_05_04_13_04_13_896258,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,44.967466592788696,1,0.19218513732392958,5.491003923540845e-06,1579.9900199600756
2023_05_04_13_04_15_301687,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,46.37289547920227,1,0.4612443295774694,1.3178409416499126e-05,1579.9900199600756
2023_05_04_13_04_16_722988,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,47.794196128845215,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_04_18_145293,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,49.21650075912476,1,0.49968135704231303,1.4276610201208943e-05,1579.9900199600756
2023_05_04_13_04_19_565738,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,50.63694596290589,1,0.38437027464785917,1.098200784708169e-05,1579.9900199600756
2023_05_04_13_04_20_990654,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,52.06186246871948,1,0.9609256866198516,2.7455019617710045e-05,1579.9900199600756
2023_05_04_13_04_22_409251,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,53.48045921325684,1,-0.11531108239438465,-3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_04_23_833081,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,54.90428924560547,1,-0.07687405492961026,-2.196401569417436e-06,1579.9900199600756
2023_05_04_13_04_25_255809,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,56.327016830444336,1,-0.15374810985915519,-4.392803138833005e-06,1579.9900199600756
2023_05_04_13_04_26_678078,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,57.74928593635559,1,0.42280730211276807,1.2080208631793373e-05,1579.9900199600756
2023_05_04_13_04_28_099283,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,59.17049169540405,1,0.6918664943662425,1.9767614124749785e-05,1579.9900199600756
2023_05_04_13_04_29_522239,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,60.59344720840454,1,-0.3459332471831539,-9.883807062375826e-06,1579.9900199600756
2023_05_04_13_04_30_956692,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,62.02790069580078,1,0.6534294669014682,1.866941334004195e-05,1579.9900199600756
2023_05_04_13_04_32_584523,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,63.65573143959045,1,-0.5381183845070835,-1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_04_34_008154,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,65.07936263084412,1,-0.11531108239438465,-3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_04_35_426697,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,66.49790549278259,1,0.3074962197183142,8.78560627766612e-06,1579.9900199600756
2023_05_04_13_04_37_057490,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,68.12869787216187,1,0.03843702746477054,1.0982007847077297e-06,1579.9900199600756
2023_05_04_13_04_38_488346,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,69.55955386161804,1,1.5374810985917093,4.3928031388334555e-05,1579.9900199600756
2023_05_04_13_04_39_927896,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,70.99910402297974,1,-0.4612443295775386,-1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_04_41_349414,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,72.42062258720398,1,0.42280730211269885,1.2080208631791396e-05,1579.9900199600756
2023_05_04_13_04_42_990040,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,74.06124806404114,1,-0.4612443295775386,-1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_04_44_410053,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,75.48126077651978,1,-0.4612443295775386,-1.3178409416501101e-05,1579.9900199600756
2023_05_04_13_04_45_817032,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,76.88824033737183,1,0.11531108239438465,3.2946023541252754e-06,1579.9900199600756
2023_05_04_13_04_47_256069,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,78.32727718353271,1,0.30749621971837954,8.785606277667987e-06,1579.9900199600756
2023_05_04_13_04_48_657346,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,79.72855424880981,1,0.5765554119718541,1.6473011770624402e-05,1579.9900199600756
2023_05_04_13_04_50_085609,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,81.15681743621826,1,0.15374810985915519,4.392803138833005e-06,1579.9900199600756
2023_05_04_13_04_51_519136,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,82.59034466743469,1,0.9224886591550118,2.6356818833000336e-05,1579.9900199600756
2023_05_04_13_04_52_937272,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,84.00848007202148,1,-6.827787662330138e-14,-1.9507964749514682e-18,1579.9900199600756
2023_05_04_13_04_54_354013,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,85.42522120475769,1,-0.03843702746483973,-1.0982007847097065e-06,1579.9900199600756
2023_05_04_13_04_55_771385,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,86.84259295463562,1,-0.07687405492954108,-2.1964015694154594e-06,1579.9900199600756
2023_05_04_13_04_57_187778,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,88.25898671150208,1,0.2306221647887693,6.589204708250551e-06,1579.9900199600756
2023_05_04_13_04_58_627179,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,89.69838690757751,1,0.730303521831013,2.0865814909457515e-05,1579.9900199600756
2023_05_04_13_05_00_050871,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,91.12207913398744,1,-0.19218513732399492,-5.491003923542712e-06,1579.9900199600756
2023_05_04_13_05_01_473710,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,92.54491782188416,1,0.5381183845070835,1.5374810985916672e-05,1579.9900199600756
2023_05_04_13_05_02_875461,,1600,50,78.56MHz,10,MID,2nm <1.643nm>,93.94666910171507,1,-0.2306221647887693,-6.589204708250551e-06,1579.9900199600756
